registro_id,data_movimentacao,cidade,uf,canal,dispositivo,tipo_movimentacao,categoria,grupo_financeiro,titulo_movimentacao,valor_total,forma_pagamento,pago_por,participantes_qtd,percentual_rateio,valor_por_participante,status_rateio,status_pagamento,data_vencimento,dias_atraso,comprovante_enviado,origem_registro,saldo_participante,avaliacao_experiencia,observacao
CAF-00362,2025-07-01,Curitiba,PR,app,tablet,despesa_pessoal,contas,Viagem Praia,Telefone,194.7,dinheiro,Eduarda,6,100,"32,45",fechado,pendente,2025-07-08,0,NÃO,importacao_bancaria,"319,56",4.9,
CAF-00363,02/04/2025,Uberaba,MG,app,desktop,despesa_grupo,contas,Pessoal,Telefone,"333,38",dinheiro,Carla,1,100.0,333.38,fechado,pendente,2025-04-11,0,SIM,recorrente,"-491,12",2.8,
CAF-00364,01-01-2025,uberaba,MG,app,tablet,despesa_pessoal,transporte,Equipe Projeto,Ônibus,,cartao credito,Felipe,2,100,83.39,fechado,estornado,2025-01-20,0,nao,recorrente,247.64,4.6,
CAF-00365,2025-06-28,São Paulo,SP,site,tablet,pagamento_rateio,saude,Pessoal,Consulta,803.25,transferencia,Isabela,1,100.0,"803,25",aberto,pendente,2025-07-02,0,nao,recorrente,-550.09,2.2,
CAF-00366,2025-09-25,Campinas,sp,site,desktop,pagamento_rateio,contas,Pessoal,Telefone,329.85,dinheiro,Ana,1,100.0,329.85,parcial,pago,2025-10-10,0,SIM,recorrente,590.74,4.3,
CAF-00367,25-01-2025,Belo Horizonte,MG,app,tablet,reembolso,educacao,Viagem Praia,Mensalidade,"2342,67",cartao_credito,Bruno,5,20.0,468.53,cancelado,estornado,2025-02-04,0,nao,recorrente,-351.92,3.9,
CAF-00368,10-07-2025,belo horizonte,mg,site,tablet,despesa_pessoal,contas,Amigos Futebol,Água,"800,13",transferencia,Mateus,4,100,"200,03",parcial,pendente,2025-07-23,0,nao,recorrente,-295.89,"2,0",
CAF-00369,12-05-2025,Belo Horizonte,MG,api,mobile,receita,contas,Equipe Projeto,Depósito,3753.89,pix,Henrique,5,100,750.78,aberto,pendente,2025-05-24,0,sim,importacao_bancaria,"-76,86","3,1",
CAF-00370,09-05-2025,Salvador,BA,app,desktop,despesa_grupo,mercado,Familia Silva,Supermercado,168.61,cartao_credito,Felipe,7,14.29,24.09,fechado,pendente,2025-05-23,0,,api_integracao,68.22,"2,4",
CAF-00371,2025-07-15,Uberaba,MG,app,mobile,receita,alimentacao,Pessoal,Salário,5991.63,boleto,Larissa,1,100,5991.63,parcial,pago,2025-07-27,0,nao,recorrente,"135,13",3.0,
CAF-00372,08/07/2025,Belo Horizonte,mg,web,desktop,receita,educacao,Pessoal,Reembolso recebido,5836.64,dinheiro,Mateus,1,100,5836.64,parcial,falha_pagamento,2025-07-22,0,SIM,recorrente,-440.26,3.6,
CAF-00373,2025-07-21,Uberlândia,MG,web,mobile,despesa_grupo,viagem,Viagem Praia,Reserva,1580.58,dinheiro,Ana,7,14.29,225.8,aberto,pago,2025-07-26,0,,importacao_bancaria,169.49,3.7,
CAF-00374,19/02/2025,uberlândia,MG,app,desktop,reembolso,viagem,Casa 302,Passagem,"3080,18",cartao_debito,Pedro,2,50.0,1540.09,aberto,estornado,09/03/2025,0,NÃO,recorrente,-193.66,2.5,
CAF-00375,08-05-2025,São Paulo,sp,app,mobile,pagamento_rateio,saude,Pessoal,Consulta,"157,33",pix,João,1,100.0,157.33,fechado,atrasado,2025-05-22,12,NÃO,manual,"564,36",4.8,
CAF-00376,31/02/2025,Uberlândia,MG,web,mobile,despesa_pessoal,contaz,Casa 302,Internet,175.34,cartao_debito,Isabela,2,100,87.67,parcial,estornado,2025-06-15,0,SIM,api_integracao,-61.28,3.3,
CAF-00377,2025-08-29,Uberaba,MG,web,desktop,despesa_grupo,educacao,Pessoal,Livro,"727,17",cartao_debito,Mateus,1,100.0,727.17,aberto,pendente,2025-09-07,0,sim,api_integracao,"433,77","4,7",
CAF-00378,24/06/2025,uberlândia,MG,web,tablet,reembolso,transporte,Familia Silva,Uber,602.96,cartao_credito,Rafaela,7,14.29,86.14,fechado,pendente,2025-06-26,0,nao,importacao_bancaria,-540.0,2.2,
CAF-00379,2025-01-04,Campinas,SP,site,tablet,despesa_grupo,transporte,Equipe Projeto,Combustível,723.59,cartao_credito,Carla,5,20.0,"144,72",fechado,pago,2025-01-23,0,SIM,importacao_bancaria,-88.17,4.5,
CAF-00380,2025-02-10,ribeirão preto,SP,app,desktop,despesa_pessoal,viagem,Familia Silva,Passeio,1259.33,cartao_debito,Mateus,8,100,157.42,parcial,pago,2025-02-25,0,nao,importacao_bancaria,104.67,"2,1",
CAF-00381,13/01/2025,Salvador,BA,site,desktop,despesa_grupo,contas,Viagem Praia,Água,510.1,cartao_credito,Diego,2,50.0,"255,05",aberto,pago,2025-01-21,0,sim,recorrente,-129.32,"2,9",
CAF-00382,2025-06-15,curitiba,PR,web,mobile,despesa_grupo,alimentacao,Amigos Futebol,Pizza,"297,71",cartao_debito,Larissa,6,16.67,49.62,parcial,pendente,2025-06-19,0,SIM,importacao_bancaria,-156.52,4.9,
CAF-00383,23/10/2025,Campinas,SP,site,tablet,despesa_pessoal,lazer,Equipe Projeto,Game,485.35,pix,Felipe,6,100,80.89,fechado,pago,data inválida,0,sim,recorrente,-44.77,4.7,
CAF-00384,02/07/2025,Ribeirão Preto,SP,api,desktop,pagamento_rateio,educacao,Equipe Projeto,Mensalidade,,boleto,Bruno,4,25.0,745.64,fechdao,atrasado,2025-07-08,33,SIM,importacao_bancaria,"348,85",3.3,
CAF-00385,2025-07-15,Ribeirão Preto,sp,api,desktop,despesa_grupo,saude,Amigos Futebol,Farmácia,,cartao_debito,Ana,2,50.0,252.35,aberto,pago,2025-07-30,0,SIM,recorrente,60.15,3.9,
CAF-00386,2025-03-09,uberlândia,mg,site,tablet,despesa_grupo,viagem,Casa 302,Passeio,1329.18,pix,Henrique,5,20.0,265.84,parcial,pago,29/03/2025,0,nao,manual,"377,24","3,3",
CAF-00387,20-03-2025,São Paulo,SP,web,mobile,despesa_pessoal,mercado,Pessoal,Compra mensal,611.81,dinheiro,Isabela,1,100,611.81,aberto,pendente,2025-03-21,0,sim,api_integracao,242.19,3.7,
CAF-00388,2025-05-12,Salvador,BA,api,desktop,despesa_grupo,educacao,Pessoal,Curso,468.73,pix,Mateus,1,100.0,"468,73",cancelado,pendente,2025-05-30,0,nao,api_integracao,-166.87,2.2,
CAF-00389,23-08-2025,São Paulo,SP,api,tablet,reembolso,lazer,Familia Silva,Cinema,753.48,pix,João,2,50.0,"376,74",fechado,falha_pagamento,2025-08-23,0,NÃO,importacao_bancaria,"-483,32","3,1",
CAF-00390,2025-04-15,Uberaba,MG,site,mobile,despesa_grupo,lazer,Evento Churrasco,Barzinho,240.51,transferencia,João,5,20.0,48.1,aberto,pagoo,2025-04-21,0,NÃO,manual,-555.41,"3,3",
CAF-00391,2025-04-07,Ribeirão Preto,SP,app,tablet,reembolso,contas,Evento Churrasco,Água,612.5,transferencia,Ana,4,25.0,153.12,aberto,pago,21/04/2025,0,,importacao_bancaria,-152.08,"4,7",
CAF-00392,2025-10-05,belo horizonte,MG,site,desktop,pagamento_rateio,saude,Evento Churrasco,Exame,734.6,cartao_credito,Rafaela,2,50.0,367.3,aberto,estornado,2025-10-25,0,SIM,importacao_bancaria,421.32,3.7,
CAF-00393,26/03/2025,Salvador,BA,api,tablet,pagamento_rateio,educacao,Pessoal,Curso,2487.0,transferencia,Natália,1,100.0,"2487,0",cancelado,pendente,data inválida,0,nao,manual,471.82,4.9,
CAF-00394,2025-06-01,São Paulo,SP,app,desktop,despesa_pessoal,transporte,Pessoal,Pedágio,567.42,pix,Mateus,1,100,567.42,parcial,pago,2025-06-12,0,NÃO,recorrente,162.26,3.8,
CAF-00395,09-09-2025,belo horizonte,MG,app,desktop,despesa_grupo,transporte,Familia Silva,Combustível,619.77,transf,Larissa,2,50.0,309.88,parcial,atrasado,2025-09-16,31,sim,api_integracao,-228.22,4.3,
CAF-00396,18/07/2025,Uberaba,mg,web,mobile,pagamento_rateio,mercado,Viagem Praia,Supermercado,257.39,cartao_debito,Giovana,2,50.0,128.69,fechado,falha_pagamento,2025-07-20,0,NÃO,importacao_bancaria,"-593,17",4.3,
CAF-00397,2025-02-21,São Paulo,SP,app,desktop,despesa_pessoal,contas,Pessoal,Internet,"545,08",pix,Giovana,1,100,545.08,parcial,pendente,2025-03-10,2,SIM,api_integracao,-30.45,3.5,
CAF-00398,2025-04-05,Uberlândia,MG,site,desktop,despesa_grupo,contas,Republica Alpha,Internet,65.09,pix,Bruno,6,16.67,10.85,fechado,pago,2025-04-05,0,nao,api_integracao,504.88,"4,6",
CAF-00399,2025-02-04,Uberlândia,MG,web,tablet,despesa_grupo,lazer,Amigos Futebol,Game,64.83,dinheiro,Ana,8,12.5,8.1,aberto,pago,2025-02-10,0,SIM,recorrente,"-60,21",4.5,
CAF-00400,2025-01-16,Uberlândia,MG,app,desktop,despesa_grupo,mercado,Evento Churrasco,Compra mensal,688.69,cartao_debito,Eduarda,8,12.5,"86,09",parcial,pago,25/01/2025,0,NÃO,recorrente,-136.69,4.6,
CAF-00401,2025-05-09,Curitiba,PR,site,desktop,pagamento_rateio,viagem,Equipe Projeto,Passagem,"1223,09",cartao_debito,Isabela,7,14.29,174.73,parcial,pendente,2025-05-22,10,nao,api_integracao,"-372,04",4.1,
CAF-00402,2025-09-12,Belo Horizonte,MG,web,tablet,despesa_grupo,mercado,Familia Silva,Hortifruti,118.9,dinheiro,Pedro,6,16.67,"19,82",cancelado,pendente,18/09/2025,0,NÃO,recorrente,521.7,3.7,
CAF-00403,2025-01-28,Uberlândia,MG,api,mobile,receita,contas,Pessoal,Salário,"6367,97",transferencia,Eduarda,1,100,6367.97,aberto,pendente,2025-02-04,0,SIM,api_integracao,"408,92",2.5,
CAF-00404,2025-09-06,Campinas,SP,web,tablet,despesa_grupo,moradia,Equipe Projeto,Energia,1030.5,cartao_debito,Giovana,6,16.67,171.75,fechado,atrasado,2025-09-20,7,sim,recorrente,254.91,3.3,
CAF-00405,18/07/2025,Campinas,SP,web,mobile,receita,lazer,Pessoal,Depósito,,cartao_credito,Giovana,1,100,4875.12,parciall,pago,2025-07-18,0,,importacao_bancaria,174.57,2.2,
CAF-00406,2025-05-14,São Paulo,SP,site,mobile,pagamento_rateio,viagem,Republica Alpha,Passagem,"2960,17",pix,João,7,14.29,422.88,parcial,pendente,30/05/2025,0,SIM,importacao_bancaria,430.2,2.8,
CAF-00407,2025-10-08,Belo Horizonte,MG,site,tablet,receita,transportee,Amigos Futebol,Salário,"3954,6",cartao_debito,Mateus,3,100,1318.2,aberto,falha_pagamento,15/10/2025,0,SIM,importacao_bancaria,319.62,3.5,
CAF-00408,2025-03-31,campinas,SP,app,mobile,pagamento_rateio,moradia,Republica Alpha,Energia,2626.69,transferencia,Natália,5,20.0,"525,34",parcial,atrasado,2025-04-16,42,,api_integracao,"343,66",3.7,
CAF-00409,2025-07-31,Curitiba,PR,site,mobile,despesa_grupo,moradia,Evento Churrasco,Internet,2485.29,transferencia,Natália,4,25.0,621.32,parcial,pendente,07/08/2025,0,NÃO,recorrente,255.47,3.1,
CAF-00410,2025-02-09,Salvador,BA,app,desktop,despesa_grupo,viagem,Equipe Projeto,Passeio,822.94,pix,Carla,7,14.29,117.56,fechado,pendente,2025-02-09,0,SIM,manual,-61.97,3.0,
CAF-00411,2025-10-17,São Paulo,SP,web,tablet,receita,mercado,Pessoal,Salário,,cartao_credito,Ana,1,100,2371.83,aberto,pendente,2025-10-21,0,NÃO,importacao_bancaria,"-87,71",3.7,
CAF-00412,2025-02-28,Ribeirão Preto,SP,api,desktop,pagamento_rateio,mercado,Casa 302,Compra mensal,"570,23",boleto,Carla,7,14.29,81.46,fechado,atrasado,2025-03-16,39,nao,importacao_bancaria,377.92,3.3,
CAF-00413,23/04/2025,Campinas,sp,app,tablet,despesa_pessoal,viagem,Pessoal,Reserva,1293.96,pix,Diego,1,100,1293.96,aberto,pago,25/04/2025,0,sim,recorrente,-112.89,"3,3",
CAF-00414,2025-05-05,São Paulo,SP,web,mobile,despesa_grupo,transporte,Republica Alpha,Combustível,466.21,dinheiro,Rafaela,2,50.0,233.1,cancelado,atrasado,2025-05-25,4,sim,recorrente,-386.91,"2,4",
CAF-00415,01/01/2025,Campinas,SP,web,mobile,despesa_grupo,mercado,Familia Silva,Compra mensal,252.51,pix,Henrique,6,16.67,42.09,fechado,pendente,2025-01-17,0,SIM,manual,-127.93,3.0,
CAF-00416,2025-04-18,São Paulo,sp,app,tablet,reembolso,moradia,Familia Silva,Água,"2409,89",cartao_debito,Natália,4,25.0,602.47,fechdao,pago,2025-05-03,0,sim,api_integracao,"524,92",2.6,
CAF-00417,2025-06-15,Salvador,BA,api,tablet,reembolso,moradia,Republica Alpha,Condomínio,"1535,03",dinheiro,Rafaela,4,25.0,383.76,aberto,atrasado,2025-06-22,32,SIM,importacao_bancaria,264.94,"3,3",
CAF-00418,2025-09-16,Belo Horizonte,MG,site,desktop,receita,alimentacao,Pessoal,Reembolso recebido,"5107,91",pix,Eduarda,1,100,5107.91,aberto,pago,06/10/2025,0,sim,recorrente,395.46,3.3,
CAF-00419,2025-07-22,campinas,SP,web,mobile,despesa_grupo,contas,Republica Alpha,Luz,685.0,cartao_debito,Isabela,8,12.5,"85,62",fechado,falha_pagamento,2025-07-22,0,SIM,manual,-4.04,"3,7",
CAF-00420,06-05-2025,uberaba,MG,api,mobile,despesa_pessoal,mercado,Pessoal,Hortifruti,185.42,cartao_credito,Felipe,1,100,"185,42",aberto,falha_pagamento,15/05/2025,0,,manual,-508.53,2.5,
CAF-00421,2025-10-01,Uberlândia,MG,app,desktop,receita,viagem,Pessoal,Reembolso recebido,4335.95,pix,Bruno,1,100,4335.95,abertto,pago,17/10/2025,0,,importacao_bancaria,"-25,57",4.8,
CAF-00422,04-02-2025,Campinas,SP,web,tablet,receita,contas,Pessoal,Freelance,1007.36,cartao_credito,Ana,1,100,1007.36,parcial,pendente,2025-02-15,0,sim,api_integracao,434.41,2.3,
CAF-00423,2025-06-12,Belo Horizonte,MG,app,desktop,despesa_pessoal,moradia,Pessoal,Condomínio,"2771,75",pix,Isabela,1,100,2771.75,aberto,pago,2025-06-21,0,sim,api_integracao,-206.7,"4,1",
CAF-00424,2025-04-29,Curitiba,PR,app,tablet,despesa_pessoal,educacao,Pessoal,Mensalidade,636.24,dinheiro,Natália,1,100,636.24,cancelado,pendente,2025-05-12,0,sim,importacao_bancaria,-517.5,4.8,
CAF-00425,2025-10-19,Uberlândia,mg,site,tablet,receita,moradia,Equipe Projeto,Salário,"4087,14",transferencia,Natália,8,100,"510,89",aberto,pago,2025-10-20,0,,recorrente,-369.03,3.6,
CAF-00426,2025-07-27,Curitiba,PR,app,tablet,despesa_grupo,alimentacao,Equipe Projeto,Pizza,636.97,transferencia,Bruno,7,14.29,91.0,parciall,falha_pagamento,04/08/2025,0,,manual,182.22,4.2,
CAF-00427,2025-08-16,São Paulo,SP,site,desktop,despesa_pessoal,mercado,Pessoal,Hortifruti,17.55,dinheiro,Carla,1,100,17.55,aberto,atrasado,2025-08-17,34,SIM,importacao_bancaria,-103.91,4.6,
CAF-00428,02-09-2025,curitiba,PR,site,mobile,receita,saude,Pessoal,Freelance,4911.08,boleto,Eduarda,1,100,4911.08,fechado,pendente,18/09/2025,0,sim,manual,80.59,"4,7",
CAF-00429,18-03-2025,Salvador,BA,web,tablet,despesa_grupo,saude,Equipe Projeto,Farmácia,"105,57",cartao_debito,Mateus,8,12.5,13.2,parcial,pagoo,2025-03-26,0,NÃO,api_integracao,-484.69,"3,4",
CAF-00430,2025-03-12,Uberaba,MG,app,mobile,receita,educacao,Pessoal,Freelance,1352.08,cartao_debito,Ana,1,100,1352.08,fechado,pago,2025-03-20,0,NÃO,importacao_bancaria,-487.82,"4,8",
CAF-00431,08/09/2025,Campinas,SP,app,mobile,despesa_pessoal,lazer,Amigos Futebol,Cinema,"371,63",cartao_debito,Rafaela,4,100,"92,91",fechado,pagoo,2025-09-13,0,sim,manual,200.76,2.6,
CAF-00432,2025-04-15,Curitiba,PR,app,mobile,despesa_pessoal,alimentacao,Pessoal,Almoço,460.08,transferencia,Pedro,1,100,460.08,fechado,pendente,2025-04-20,2,NÃO,importacao_bancaria,239.63,2.5,
CAF-00433,2025-10-18,Ribeirão Preto,SP,web,desktop,despesa_grupo,lazer,Republica Alpha,Show,353.86,dinheiro,Natália,6,16.67,"58,98",parcial,pendente,2025-11-05,0,sim,importacao_bancaria,284.4,3.6,
CAF-00434,06/10/2025,Campinas,sp,app,desktop,despesa_grupo,educacao,Viagem Praia,Curso,1747.95,cartao_credito,Carla,8,12.5,NA,fechado,pago,2025-10-08,0,,recorrente,-514.28,4.2,
CAF-00435,2025-01-16,São Paulo,SP,app,mobile,receita,saude,Familia Silva,Reembolso recebido,4395.82,boleto,Ana,7,100,"627,97",aberto,pago,2025-01-28,0,,api_integracao,"303,04",2.8,
CAF-00436,2025-06-10,Uberaba,MG,app,tablet,despesa_grupo,mercado,Equipe Projeto,Hortifruti,303.37,cartao_debito,Bruno,4,25.0,"75,84",fechado,pendente,2025-06-14,0,nao,recorrente,-420.87,2.8,
CAF-00437,2025-07-30,Ribeirão Preto,SP,app,tablet,receita,educacao,Pessoal,Salário,1497.74,dinheiro,Eduarda,1,100,1497.74,fechado,pendente,16/08/2025,0,SIM,api_integracao,554.58,3.9,
CAF-00438,2025-07-24,Curitiba,PR,api,desktop,despesa_grupo,alimentacao,Equipe Projeto,Jantar,646.66,cartao_credito,Felipe,7,14.29,92.38,fechado,pago,2025-07-30,0,SIM,manual,"-45,64",2.1,
CAF-00439,2025-10-06,Curitiba,PR,app,tablet,despesa_grupo,contas,Amigos Futebol,Telefone,676.4,cartao_debito,Isabela,6,16.67,112.73,cancelado,pago,06/10/2025,0,sim,api_integracao,-310.27,4.1,
CAF-00440,2025-05-30,Campinas,SP,api,mobile,reembolso,mercado,Casa 302,Compra mensal,117.02,transferencia,Diego,8,12.5,14.63,aberto,pendente,2025-06-02,0,NÃO,manual,53.25,3.8,
CAF-00441,2025-09-16,Salvador,ba,web,tablet,receita,educacao,Republica Alpha,Freelance,967.57,pix,Felipe,8,100,120.95,parcial,pago,2025-10-05,0,sim,importacao_bancaria,226.08,3.0,
CAF-00442,2025-06-27,uberaba,MG,app,tablet,despesa_pessoal,mercado,Pessoal,Hortifruti,203.58,dinheiro,Isabela,1,100,203.58,parcial,atrasado,2025-07-15,27,nao,importacao_bancaria,"377,94",2.5,
CAF-00443,2025-10-02,Uberaba,MG,api,mobile,despesa_pessoal,contas,Pessoal,Luz,,pix,Bruno,1,100,448.65,fechado,pago,02/10/2025,0,nao,manual,24.31,2.6,
CAF-00444,2025-04-22,Salvador,BA,site,desktop,despesa_pessoal,saude,Pessoal,Consulta,"369,44",boleto,Larissa,1,100,369.44,fechado,pago,08/05/2025,0,SIM,manual,-461.01,2.9,
CAF-00445,2025-07-11,uberlândia,MG,web,tablet,receita,alimentacao,Pessoal,Salário,2428.86,cartao_credito,Rafaela,1,100,2428.86,aberto,falha_pagamento,2025-07-19,0,nao,recorrente,307.46,4.1,
CAF-00446,2025-08-22,curitiba,PR,web,tablet,pagamento_rateio,lazer,Viagem Praia,Barzinho,487.06,cartao_debito,Ana,8,12.5,"60,88",parcial,pendente,10/09/2025,0,nao,importacao_bancaria,-469.97,"4,5",
CAF-00447,2025-03-02,Belo Horizonte,mg,web,mobile,receita,mercado,Pessoal,Freelance,2056.26,transf,Larissa,1,100,2056.26,parcial,pago,09/03/2025,0,,importacao_bancaria,188.71,3.7,
CAF-00448,2025-03-17,Salvador,ba,api,mobile,receita,contas,Pessoal,Depósito,6063.73,cartao_credito,Ana,1,100,6063.73,parcial,atrasado,2025-03-20,44,nao,importacao_bancaria,368.68,2.9,
CAF-00449,16/01/2025,São Paulo,SP,app,tablet,reembolso,contaz,Pessoal,Telefone,"67,28",pix,Bruno,1,100.0,"67,28",fechado,atrasado,2025-02-01,6,nao,api_integracao,388.27,"4,5",
CAF-00450,2025-09-25,Ribeirão Preto,SP,app,tablet,despesa_grupo,mercado,Amigos Futebol,Supermercado,762.92,dinheiro,Henrique,6,16.67,127.15,aberto,pendente,09/10/2025,0,NÃO,importacao_bancaria,115.57,3.0,
CAF-00451,2025-01-12,curitiba,pr,site,desktop,despesa_grupo,moradia,Casa 302,Energia,838.06,cartao_debito,Rafaela,5,20.0,167.61,aberto,pago,2025-01-14,0,nao,importacao_bancaria,213.64,2.2,
CAF-00452,2025-08-18,Curitiba,PR,site,tablet,despesa_grupo,moradia,Pessoal,Energia,3123.27,pix,Giovana,1,100.0,3123.27,aberto,falha_pagamento,2025-08-25,0,SIM,manual,-121.97,3.6,
CAF-00453,2025-04-04,Campinas,SP,web,mobile,despesa_pessoal,viagem,Evento Churrasco,Reserva,1564.16,cartao_credito,Pedro,8,100,195.52,parcial,atrasdo,2025-04-20,44,SIM,recorrente,-565.01,2.7,
CAF-00454,2025-09-12,Belo Horizonte,MG,app,desktop,receita,contas,Pessoal,Freelance,"4386,3",cartao_debito,Larissa,1,100,4386.3,aberto,falha_pagamento,2025-09-23,0,SIM,recorrente,524.47,4.1,
CAF-00455,01/10/2025,Curitiba,PR,api,tablet,reembolso,moradia,Viagem Praia,Aluguel,"2625,4",boleto,Mateus,7,14.29,375.06,aberto,atrasado,14/10/2025,39,SIM,api_integracao,178.04,2.9,
CAF-00456,2025-08-14,São Paulo,SP,web,desktop,despesa_pessoal,educacao,Viagem Praia,Curso,1638.22,dinheiro,Natália,2,100,819.11,cancelado,pendente,2025-09-03,0,,recorrente,-138.63,2.4,
CAF-00457,2025-09-26,São Paulo,SP,api,mobile,receita,alimentacao,Casa 302,Depósito,2691.7,dinheiro,João,2,100,1345.85,aberto,pendente,04/10/2025,12,SIM,api_integracao,-278.01,2.5,
CAF-00458,20/07/2025,Campinas,sp,app,desktop,despesa_grupo,mercado,Familia Silva,Compra mensal,583.24,cartao_debito,Carla,6,16.67,97.21,fechado,atrasado,2025-08-04,22,NÃO,importacao_bancaria,562.35,"2,5",
CAF-00459,14-01-2025,Ribeirão Preto,SP,api,mobile,despesa_pessoal,saude,Amigos Futebol,Consulta,"202,21",cartao_credito,Eduarda,7,100,28.89,fechado,atrasado,30/01/2025,5,sim,recorrente,"118,8",2.5,
CAF-00460,2025-04-14,São Paulo,SP,web,desktop,receita,educacao,Pessoal,Depósito,6270.86,cartao_debito,Pedro,1,100,6270.86,aberto,atrasado,2025-04-17,6,sim,api_integracao,"-387,21",3.1,
CAF-00461,13/10/2025,Salvador,BA,api,tablet,reembolso,contas,Pessoal,Luz,812.88,boleto,Isabela,1,100.0,812.88,parcial,atrasado,2025-10-30,20,nao,importacao_bancaria,-8.75,3.0,
CAF-00462,2025-03-07,Uberlândia,MG,web,desktop,despesa_grupo,alimentacao,Republica Alpha,Almoço,145.21,cartao_debito,Felipe,7,14.29,20.74,aberto,pago,2025-03-14,0,nao,importacao_bancaria,171.18,4.5,
CAF-00463,2025-05-26,Belo Horizonte,MG,web,mobile,despesa_pessoal,lazer,Pessoal,Game,"615,67",cartao_debito,Larissa,1,100,615.67,parcial,atrasado,2025-05-30,33,nao,api_integracao,"-254,5",4.8,
CAF-00464,2025-06-06,Uberaba,mg,app,tablet,despesa_grupo,mercado,Evento Churrasco,Supermercado,185.3,boleto,Henrique,4,25.0,46.33,aberto,pendente,2025-06-21,0,NÃO,importacao_bancaria,344.31,4.7,
CAF-00465,2025-08-21,Campinas,SP,site,tablet,despesa_grupo,transporte,Evento Churrasco,Combustível,67.87,transferencia,Diego,3,33.33,22.62,parcial,atrasado,27/08/2025,42,,importacao_bancaria,548.03,4.8,
CAF-00466,2025-06-05,São Paulo,sp,api,tablet,pagamento_rateio,educacao,Equipe Projeto,Livro,1227.98,dinheiro,Bruno,5,20.0,245.6,fechado,pago,data inválida,0,NÃO,api_integracao,-303.44,2.1,
CAF-00467,2025-10-20,uberlândia,MG,web,tablet,pagamento_rateio,transporte,Equipe Projeto,Ônibus,606.11,cartao_debito,Carla,6,16.67,101.02,cancelado,falha_pagamento,2025-11-05,0,nao,manual,374.78,4.3,
CAF-00468,2025-08-27,Ribeirão Preto,sp,api,tablet,despesa_pessoal,moradia,Pessoal,Internet,523.51,pix,Diego,1,100,NA,aberto,falha_pagamento,03/09/2025,0,sim,api_integracao,"-468,62",2.2,
CAF-00469,28/10/2025,uberaba,mg,api,tablet,reembolso,educacao,Equipe Projeto,Curso,909.55,pix,João,5,20.0,181.91,cancelado,pendente,2025-11-15,0,sim,importacao_bancaria,"-122,62","3,9",
CAF-00470,2025-03-01,belo horizonte,MG,app,mobile,despesa_pessoal,alimentacao,Pessoal,Café,567.53,boleto,Natália,1,100,567.53,parcial,pendente,2025-03-20,0,SIM,importacao_bancaria,-82.26,"3,0",
CAF-00471,2025-07-22,São Paulo,SP,api,mobile,despesa_grupo,mercado,Pessoal,Supermercado,"29,29",boleto,Diego,1,100.0,29.29,fechado,pago,2025-08-02,0,sim,manual,"366,43",2.6,
CAF-00472,2025-06-17,Belo Horizonte,MG,site,mobile,despesa_grupo,transporte,Viagem Praia,Uber,132.61,dinheiro,Rafaela,2,50.0,"66,31",parcial,pago,2025-06-22,0,,recorrente,-266.48,2.5,
CAF-00473,31/02/2025,São Paulo,SP,app,mobile,receita,mercado,Pessoal,Salário,2870.16,dinheiro,Henrique,1,100,"2870,16",parcial,atrasado,2025-06-27,20,,manual,-154.93,3.8,
CAF-00474,31/01/2025,uberlândia,mg,web,tablet,despesa_grupo,saude,Pessoal,Consulta,"652,48",pix,Henrique,1,100.0,652.48,aberto,pago,2025-02-17,0,sim,api_integracao,"-62,69",2.4,
CAF-00475,25/01/2025,Curitiba,PR,api,desktop,despesa_grupo,contas,Viagem Praia,Luz,602.89,pix,Ana,6,16.67,100.48,parcial,pago,2025-02-10,0,NÃO,recorrente,"244,09",3.8,
CAF-00476,12/08/2025,Belo Horizonte,mg,app,tablet,despesa_grupo,moradia,Evento Churrasco,Aluguel,3142.5,dinheiro,Giovana,5,20.0,628.5,aberto,falha_pagamento,2025-09-01,0,sim,manual,"-539,31",3.8,
CAF-00477,2025-05-19,Salvador,BA,app,desktop,receita,alimentacao,Pessoal,Salário,2496.48,boleto,Pedro,1,100,2496.48,parcial,estornado,2025-06-07,0,NÃO,importacao_bancaria,"177,63","2,6",
CAF-00478,2025-09-03,Campinas,sp,api,desktop,despesa_grupo,educacao,Amigos Futebol,Mensalidade,674.72,boleto,Henrique,8,12.5,84.34,aberto,atrasado,2025-09-11,28,nao,manual,-342.79,2.2,
CAF-00479,07-10-2025,Uberlândia,MG,web,mobile,pagamento_rateio,transporte,Evento Churrasco,Uber,625.35,boleto,Isabela,7,14.29,89.34,parcial,pendente,data inválida,0,sim,recorrente,473.0,2.9,
CAF-00480,2025-03-30,Uberaba,mg,web,desktop,despesa_pessoal,transporte,Viagem Praia,Combustível,332.51,pix,Eduarda,6,100,55.42,parcial,atrasado,01/04/2025,33,NÃO,api_integracao,349.76,"3,8",
CAF-00481,2025-03-02,Uberlândia,MG,api,desktop,despesa_grupo,educacao,Equipe Projeto,Curso,2271.45,transferencia,Isabela,6,16.67,378.57,aberto,atrasado,2025-03-13,30,,recorrente,-381.93,"3,9",
CAF-00482,2025-02-03,São Paulo,sp,site,mobile,pagamento_rateio,viagem,Equipe Projeto,Reserva,1908.13,pix,Isabela,6,16.67,318.02,cancelado,atrasado,2025-02-11,35,,importacao_bancaria,136.9,"4,6",
